,score,time,label,n,subject,contrast
105,-0.03140748541453247,0.04,t0_s0_h1,341,01,wordfreq
106,-0.005973334784883418,0.05,t0_s0_h1,341,01,wordfreq
107,0.01943812367986135,0.06,t0_s0_h1,341,01,wordfreq
108,-0.058656457640624333,0.07,t0_s0_h1,341,01,wordfreq
109,0.03036156438233038,0.08,t0_s0_h1,341,01,wordfreq
110,-0.004378161606117769,0.09,t0_s0_h1,341,01,wordfreq
111,0.09260442954023276,0.1,t0_s0_h1,341,01,wordfreq
112,0.027557201943621337,0.11,t0_s0_h1,341,01,wordfreq
113,-0.02404283121707419,0.12,t0_s0_h1,341,01,wordfreq
114,0.08670472574240447,0.13,t0_s0_h1,341,01,wordfreq
115,0.07267306494194425,0.14,t0_s0_h1,341,01,wordfreq
116,0.0015805377206758817,0.15,t0_s0_h1,341,01,wordfreq
117,0.0735785794500905,0.16,t0_s0_h1,341,01,wordfreq
118,0.06556121729946998,0.17,t0_s0_h1,341,01,wordfreq
119,0.12873240812697137,0.18,t0_s0_h1,341,01,wordfreq
120,0.10412978889878363,0.19,t0_s0_h1,341,01,wordfreq
121,0.09913407620807836,0.2,t0_s0_h1,341,01,wordfreq
122,0.16990104169717346,0.21,t0_s0_h1,341,01,wordfreq
123,0.10854231806049319,0.22,t0_s0_h1,341,01,wordfreq
124,0.01619381429082737,0.23,t0_s0_h1,341,01,wordfreq
125,0.07773888266273962,0.24,t0_s0_h1,341,01,wordfreq
126,0.10125775508357171,0.25,t0_s0_h1,341,01,wordfreq
127,0.009085728665356344,0.26,t0_s0_h1,341,01,wordfreq
128,0.0799885328813342,0.27,t0_s0_h1,341,01,wordfreq
129,-0.06166299224052199,0.28,t0_s0_h1,341,01,wordfreq
130,-0.07274100518058822,0.29,t0_s0_h1,341,01,wordfreq
131,0.03689138500669166,0.3,t0_s0_h1,341,01,wordfreq
132,0.01671878139749181,0.31,t0_s0_h1,341,01,wordfreq
133,-0.05530253895259018,0.32,t0_s0_h1,341,01,wordfreq
134,-0.04951279113750547,0.33,t0_s0_h1,341,01,wordfreq
135,-0.007469211319776667,0.34,t0_s0_h1,341,01,wordfreq
136,-0.023194711753509838,0.35,t0_s0_h1,341,01,wordfreq
137,-0.024137101120861006,0.36,t0_s0_h1,341,01,wordfreq
138,-0.027626474379824302,0.37,t0_s0_h1,341,01,wordfreq
139,-0.038624016463336575,0.38,t0_s0_h1,341,01,wordfreq
140,-0.02480352772515701,0.39,t0_s0_h1,341,01,wordfreq
141,-0.045774486089825206,0.4,t0_s0_h1,341,01,wordfreq
142,-0.07021464068146253,0.41,t0_s0_h1,341,01,wordfreq
143,-0.08710332540029658,0.42,t0_s0_h1,341,01,wordfreq
144,-0.10609940525877437,0.43,t0_s0_h1,341,01,wordfreq
145,0.051491762594030016,0.44,t0_s0_h1,341,01,wordfreq
146,0.004926623142115499,0.45,t0_s0_h1,341,01,wordfreq
147,0.03022438918207257,0.46,t0_s0_h1,341,01,wordfreq
148,0.03910512156591659,0.47,t0_s0_h1,341,01,wordfreq
149,-0.004625237772529223,0.48,t0_s0_h1,341,01,wordfreq
150,-0.05095516436045734,0.49,t0_s0_h1,341,01,wordfreq
151,0.00751907987825463,0.5,t0_s0_h1,341,01,wordfreq
152,0.0561512674137784,0.51,t0_s0_h1,341,01,wordfreq
153,0.025639046769917944,0.52,t0_s0_h1,341,01,wordfreq
154,0.039751433533795844,0.53,t0_s0_h1,341,01,wordfreq
155,0.11363086135076093,0.54,t0_s0_h1,341,01,wordfreq
156,0.037421653665193656,0.55,t0_s0_h1,341,01,wordfreq
157,0.0542595531824084,0.56,t0_s0_h1,341,01,wordfreq
158,0.07211169109031453,0.57,t0_s0_h1,341,01,wordfreq
159,0.06893158677187411,0.58,t0_s0_h1,341,01,wordfreq
160,0.1694529138687398,0.59,t0_s0_h1,341,01,wordfreq
161,0.11636887177173877,0.6,t0_s0_h1,341,01,wordfreq
162,-0.01265377729488226,-0.2,t0_s0_h0,904,01,voiced
163,0.04768235839752023,-0.19,t0_s0_h0,904,01,voiced
164,-0.008607989759121248,-0.18,t0_s0_h0,904,01,voiced
165,-0.0009464203896751124,-0.17,t0_s0_h0,904,01,voiced
166,-0.006533674002483454,-0.16,t0_s0_h0,904,01,voiced
167,-0.003296994235241688,-0.15,t0_s0_h0,904,01,voiced
168,-0.026061798199495164,-0.14,t0_s0_h0,904,01,voiced
169,0.06740088020791302,-0.13,t0_s0_h0,904,01,voiced
170,0.044135477836392344,-0.12,t0_s0_h0,904,01,voiced
171,-0.00036662330898198074,-0.11,t0_s0_h0,904,01,voiced
172,0.005406240689611937,-0.1,t0_s0_h0,904,01,voiced
173,-0.022329257356395075,-0.09,t0_s0_h0,904,01,voiced
174,-0.0032421341459299845,-0.08,t0_s0_h0,904,01,voiced
175,-0.06549350844660708,-0.07,t0_s0_h0,904,01,voiced
176,-0.02159346134620813,-0.06,t0_s0_h0,904,01,voiced
177,0.005075339902889676,-0.05,t0_s0_h0,904,01,voiced
178,0.06767861057205402,-0.04,t0_s0_h0,904,01,voiced
179,0.11568163532345331,-0.03,t0_s0_h0,904,01,voiced
180,-0.05456805418514463,-0.02,t0_s0_h0,904,01,voiced
181,-0.017232917034252875,-0.01,t0_s0_h0,904,01,voiced
182,0.05267502776228823,0.0,t0_s0_h0,904,01,voiced
183,0.049507536544023976,0.01,t0_s0_h0,904,01,voiced
184,-0.004681261897240074,0.02,t0_s0_h0,904,01,voiced
185,-0.10204581420847895,0.03,t0_s0_h0,904,01,voiced
186,-0.04545762198093023,0.04,t0_s0_h0,904,01,voiced
187,0.04108596519110517,0.05,t0_s0_h0,904,01,voiced
188,0.02132952975258037,0.06,t0_s0_h0,904,01,voiced
189,0.04151068752082765,0.07,t0_s0_h0,904,01,voiced
190,0.06378322718564018,0.08,t0_s0_h0,904,01,voiced
191,0.03989026197168887,0.09,t0_s0_h0,904,01,voiced
192,0.008996894988804792,0.1,t0_s0_h0,904,01,voiced
193,0.023792169846760875,0.11,t0_s0_h0,904,01,voiced
194,0.024151165780298137,0.12,t0_s0_h0,904,01,voiced
195,0.0006220859374469719,0.13,t0_s0_h0,904,01,voiced
196,-0.00626949178458708,0.14,t0_s0_h0,904,01,voiced
197,0.0018139048677246333,0.15,t0_s0_h0,904,01,voiced
198,0.051628918387599074,0.16,t0_s0_h0,904,01,voiced
199,0.023396070960012696,0.17,t0_s0_h0,904,01,voiced
200,0.03668045596067663,0.18,t0_s0_h0,904,01,voiced
201,0.036907497697400926,0.19,t0_s0_h0,904,01,voiced
202,0.0288316140885067,0.2,t0_s0_h0,904,01,voiced
203,0.045124653386354414,0.21,t0_s0_h0,904,01,voiced
204,0.0526114179193008,0.22,t0_s0_h0,904,01,voiced
205,0.0622509969573748,0.23,t0_s0_h0,904,01,voiced
206,0.05092714429935095,0.24,t0_s0_h0,904,01,voiced
207,0.05076388711892755,0.25,t0_s0_h0,904,01,voiced
208,0.05742169485390486,0.26,t0_s0_h0,904,01,voiced
209,-0.03401216766770605,0.27,t0_s0_h0,904,01,voiced
210,-0.07283545332419582,0.28,t0_s0_h0,904,01,voiced
211,0.012962333528847429,0.29,t0_s0_h0,904,01,voiced
212,0.024707799261160495,0.3,t0_s0_h0,904,01,voiced
213,-0.035205708821505914,0.31,t0_s0_h0,904,01,voiced
214,0.0007449223976675262,0.32,t0_s0_h0,904,01,voiced
215,0.005344414318404029,0.33,t0_s0_h0,904,01,voiced
216,-0.01107416658889174,0.34,t0_s0_h0,904,01,voiced
217,-0.03792704884171531,0.35,t0_s0_h0,904,01,voiced
218,-0.028091426362898374,0.36,t0_s0_h0,904,01,voiced
219,0.018861874618255645,0.37,t0_s0_h0,904,01,voiced
220,-0.05453087219298157,0.38,t0_s0_h0,904,01,voiced
221,0.044177456321606336,0.39,t0_s0_h0,904,01,voiced
222,0.050655088658682824,0.4,t0_s0_h0,904,01,voiced
223,0.02427222799224653,0.41,t0_s0_h0,904,01,voiced
224,-0.001235602275300624,0.42,t0_s0_h0,904,01,voiced
225,0.06040710371535037,0.43,t0_s0_h0,904,01,voiced
226,0.029114499487636874,0.44,t0_s0_h0,904,01,voiced
227,0.011737411163718608,0.45,t0_s0_h0,904,01,voiced
228,-0.011656955748782016,0.46,t0_s0_h0,904,01,voiced
229,0.008103923103607592,0.47,t0_s0_h0,904,01,voiced
230,0.0063128873263127465,0.48,t0_s0_h0,904,01,voiced
231,-0.08946339555437031,0.49,t0_s0_h0,904,01,voiced
232,-0.04460714077103027,0.5,t0_s0_h0,904,01,voiced
233,0.03825729476528712,0.51,t0_s0_h0,904,01,voiced
234,-0.01704738314342604,0.52,t0_s0_h0,904,01,voiced
235,-0.05679254822735902,0.53,t0_s0_h0,904,01,voiced
236,-0.007984552990254667,0.54,t0_s0_h0,904,01,voiced
237,0.022666680383271676,0.55,t0_s0_h0,904,01,voiced
238,0.024755344079206563,0.56,t0_s0_h0,904,01,voiced
239,-0.0439701030433659,0.57,t0_s0_h0,904,01,voiced
240,0.024369380554820613,0.58,t0_s0_h0,904,01,voiced
241,-0.011105433672804794,0.59,t0_s0_h0,904,01,voiced
242,-0.036794729033609426,0.6,t0_s0_h0,904,01,voiced
243,0.030009544403159883,-0.2,t0_s0_h1,890,01,voiced
244,0.0744877124024172,-0.19,t0_s0_h1,890,01,voiced
245,0.045685019951792166,-0.18,t0_s0_h1,890,01,voiced
246,-0.0020677129525583505,-0.17,t0_s0_h1,890,01,voiced
247,0.01610027324694513,-0.16,t0_s0_h1,890,01,voiced
248,0.06131840767092349,-0.15,t0_s0_h1,890,01,voiced
249,0.013689987483765481,-0.14,t0_s0_h1,890,01,voiced
250,-0.02718347295475419,-0.13,t0_s0_h1,890,01,voiced
251,-0.03762327159140965,-0.12,t0_s0_h1,890,01,voiced
252,-0.03777394844441827,-0.11,t0_s0_h1,890,01,voiced
253,-0.045117348754460315,-0.1,t0_s0_h1,890,01,voiced
254,0.016077254880661952,-0.09,t0_s0_h1,890,01,voiced
255,0.03259017363205357,-0.08,t0_s0_h1,890,01,voiced
256,-0.02565098836858806,-0.07,t0_s0_h1,890,01,voiced
257,-0.07261163912120774,-0.06,t0_s0_h1,890,01,voiced
258,-0.03064135246761144,-0.05,t0_s0_h1,890,01,voiced
259,-0.006526321936318072,-0.04,t0_s0_h1,890,01,voiced
260,0.01659697711370271,-0.03,t0_s0_h1,890,01,voiced
261,-0.009067556331868303,-0.02,t0_s0_h1,890,01,voiced
262,0.04256467470301632,-0.01,t0_s0_h1,890,01,voiced
263,-0.004683567823690692,0.0,t0_s0_h1,890,01,voiced
264,0.010257270110934896,0.01,t0_s0_h1,890,01,voiced
265,0.05889980714370634,0.02,t0_s0_h1,890,01,voiced
266,-0.04542615037462182,0.03,t0_s0_h1,890,01,voiced
267,0.012281141418681231,0.04,t0_s0_h1,890,01,voiced
268,-0.027995733292666913,0.05,t0_s0_h1,890,01,voiced
269,-0.06249328710122811,0.06,t0_s0_h1,890,01,voiced
270,-0.022601376818048066,0.07,t0_s0_h1,890,01,voiced
271,-0.01303239025795395,0.08,t0_s0_h1,890,01,voiced
272,-0.02622129471490069,0.09,t0_s0_h1,890,01,voiced
273,-0.057962762962824335,0.1,t0_s0_h1,890,01,voiced
274,0.006116378454291999,0.11,t0_s0_h1,890,01,voiced
275,0.00046982270644437593,0.12,t0_s0_h1,890,01,voiced
276,-0.03232001673273775,0.13,t0_s0_h1,890,01,voiced
277,-0.014674317028931698,0.14,t0_s0_h1,890,01,voiced
278,0.006315333537045634,0.15,t0_s0_h1,890,01,voiced
279,0.0559388527406266,0.16,t0_s0_h1,890,01,voiced
280,0.014153396120886695,0.17,t0_s0_h1,890,01,voiced
281,0.016022978697647905,0.18,t0_s0_h1,890,01,voiced
282,0.03000441378738545,0.19,t0_s0_h1,890,01,voiced
283,0.06810732775136756,0.2,t0_s0_h1,890,01,voiced
284,0.08695725024724879,0.21,t0_s0_h1,890,01,voiced
285,0.01976322486470508,0.22,t0_s0_h1,890,01,voiced
286,-0.03319456076082468,0.23,t0_s0_h1,890,01,voiced
287,-0.017466682414251693,0.24,t0_s0_h1,890,01,voiced
288,0.009675828634898007,0.25,t0_s0_h1,890,01,voiced
289,-0.017864121686072112,0.26,t0_s0_h1,890,01,voiced
290,-0.008710009019036832,0.27,t0_s0_h1,890,01,voiced
291,-0.029186971801346405,0.28,t0_s0_h1,890,01,voiced
292,-0.004908185468778902,0.29,t0_s0_h1,890,01,voiced
293,8.43080831774939e-05,0.3,t0_s0_h1,890,01,voiced
294,-0.014161248631106694,0.31,t0_s0_h1,890,01,voiced
295,-0.026127537799086227,0.32,t0_s0_h1,890,01,voiced
296,-0.0015817977902636612,0.33,t0_s0_h1,890,01,voiced
297,0.005508105744046612,0.34,t0_s0_h1,890,01,voiced
298,0.011911195384206017,0.35,t0_s0_h1,890,01,voiced
299,0.027238831583528526,0.36,t0_s0_h1,890,01,voiced
300,0.033608601829204686,0.37,t0_s0_h1,890,01,voiced
301,-0.04544783991643482,0.38,t0_s0_h1,890,01,voiced
302,0.025593189714287354,0.39,t0_s0_h1,890,01,voiced
303,0.053418308300337836,0.4,t0_s0_h1,890,01,voiced
304,-0.018327532825436126,0.41,t0_s0_h1,890,01,voiced
305,0.009592485075743059,0.42,t0_s0_h1,890,01,voiced
306,0.026728795824614144,0.43,t0_s0_h1,890,01,voiced
307,0.035799421807348485,0.44,t0_s0_h1,890,01,voiced
308,-0.012039498224483613,0.45,t0_s0_h1,890,01,voiced
309,0.038911455494698155,0.46,t0_s0_h1,890,01,voiced
310,0.07747159579316405,0.47,t0_s0_h1,890,01,voiced
311,-0.017050068799147677,0.48,t0_s0_h1,890,01,voiced
312,-0.044957432461610616,0.49,t0_s0_h1,890,01,voiced
313,-0.03301610423543463,0.5,t0_s0_h1,890,01,voiced
314,-0.010571130064186585,0.51,t0_s0_h1,890,01,voiced
315,-0.03154677720350561,0.52,t0_s0_h1,890,01,voiced
316,-0.07491164968544303,0.53,t0_s0_h1,890,01,voiced
317,-0.06385959977426009,0.54,t0_s0_h1,890,01,voiced
318,0.03816475789794514,0.55,t0_s0_h1,890,01,voiced
319,0.02149352898891249,0.56,t0_s0_h1,890,01,voiced
320,0.0041456642539054005,0.57,t0_s0_h1,890,01,voiced
321,0.011393732135563375,0.58,t0_s0_h1,890,01,voiced
322,0.022395382483458,0.59,t0_s0_h1,890,01,voiced
323,0.07057230712616294,0.6,t0_s0_h1,890,01,voiced
